Taxonomy	AMI22.2	AMI23.2	AMI24.2	AMI25.2	AMI29.2	AMI10.2	AMI11.2	AMI1.2	AMI2.2	AMI30.2	AMI31.2	AMI3.2	AMI32.2	AMI4.2	AMI5.2	AMI6.2	AMI7.2	AMI8.2	AMI13.2	AMI14.2	AMI15.2	AMI17.2	AMI19.2	AMI20.2	AMI21.2	A16.2	A36.2	A38.2	A39.2	A61.2	A62.2	A73.2	A77.2	AMI70.2	AMI71.2	AMI72.2	AMI74.2	AMI75.2	AMI76.2	AMI78.2	AMI79.2	AMI80.2	AMI81.2	AMI82.2	AMI83.2	AMI84.2	AMI85.2	AMI87.2	AMI88.2	AMI90.2	AMI91.2	AMI93.2	AMI95.2	AMI96.2	AMI97.2	AMI98.2	A89.2	A92.2	A94.2	N1	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N2	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	N3	N30	N31	N32	N33	N34	N35	N36	N37	N38	N39	N4	N40	N41	N42	N43	N44	N45	N5	N6	N7	N8	N9	SAP48	SAP49	SAP50	AMI33.2	AMI34.2	AMI35.2	AMI37.2	AMI40.2	AMI41.2	AMI42.2	AMI43.2	AMI44.2	AMI45.2	AMI46.2	AMI47.2	AMI48.2	AMI49.2	AMI50.2	AMI51.2	AMI52.2	AMI53.2	AMI54.2	AMI55.2	AMI56.2	AMI57.2	AMI58.2	AMI59.2	AMI60.2	AMI63.2	AMI64.2	AMI65.2	AMI66.2	AMI67.2	AMI68.2	N46	N50	SAP1	SAP10	SAP11	SAP12	SAP13	SAP14	SAP15	SAP16	SAP17	SAP18	SAP19	SAP2	SAP20	SAP21	SAP22	SAP23	SAP24	SAP25	SAP26	SAP27	SAP28	SAP29	SAP3	SAP30	SAP31	SAP32	SAP33	SAP34	SAP35	SAP36	SAP37	SAP38	SAP39	SAP4	SAP40	SAP41	SAP42	SAP43	SAP44	SAP45	SAP46	SAP47	SAP5	SAP6	SAP7	SAP8	SAP9	A99.2	A100.2	AMI69.2	AMI12.2	AMI18.2	AMI26.2	AMI27.2	AMI28.2	AMI9.2	N47	N49	Tax_detail
Chlorobi	0	0	4.43E-05	0.000309625	0	0.001327081	0.000668688	0.000521989	0.000655165	0.000344412	8.60E-05	0.0004434	8.60E-05	4.34E-05	0.00017411	8.67E-05	0	4.30E-05	0.000176056	0.001995284	0.000269651	0.000220907	0.001550883	0.000348129	0.000172607	0.000347147	0.000481337	4.30E-05	0.000303162	0.000668211	0.000528634	0.000402739	0.000303503	0.000303306	0.000394546	0.000217023	0.000307517	0.000487762	0.000259853	0.000391696	0.000260112	0.000348554	0.000575094	0.000259628	0.000477866	0.000218675	0.000608378	0.000473791	8.69E-05	0.000439889	0.000263817	0.000176312	0.000398795	0.000350585	0.000624108	0.000217666	8.75E-05	4.29E-05	0.000128766	0.000171043	0.000127861	8.56E-05	8.59E-05	0	4.26E-05	4.26E-05	0	8.52E-05	0.000214316	8.57E-05	0.000259954	0	8.56E-05	0.000130936	0.0001294	8.74E-05	8.64E-05	0.000305463	0.000173589	0.000216338	0.000174627	0.00030149	0.000791487	0.00017263	0	0.000217052	0.000215322	8.61E-05	0.000345617	8.62E-05	0.000793161	0.000131222	8.61E-05	0	0.000128777	0.00025974	0	0	0.000258465	0.000219645	0.000810546	4.28E-05	4.30E-05	0	0.00025852	8.60E-05	4.31E-05	4.28E-05	8.55E-05	0.000171681	8.51E-05	4.25E-05	8.57E-05	4.27E-05	0	0.000429166	0.000387931	0.000391202	4.26E-05	0.000170889	0.000257976	0.000128601	4.25E-05	0.000128145	0	0.000576037	0.000127535	0.000213895	0.000301737	0.00065827	0	0.000128524	0.000129831	8.50E-05	4.25E-05	8.56E-05	8.54E-05	0.00012916	4.30E-05	8.61E-05	0.000216901	8.56E-05	0.000300532	0.000300597	0.000171006	0	0	4.32E-05	0.000600189	0	0	0	0	4.25E-05	4.25E-05	0	0	4.28E-05	0.000127237	0.000171086	0.00062098	4.26E-05	0	8.51E-05	0.000469744	8.71E-05	4.27E-05	0.000128827	4.30E-05	0.000518112	8.55E-05	8.53E-05	8.64E-05	0.000311097	8.56E-05	0.002016571	8.69E-05	4.26E-05	0.000298012	0.000256213	0	0.00012921	4.26E-05	0	8.56E-05	4.30E-05	0	4.29E-05	0	8.77E-05	0.000226255	0.000260949	8.77E-05	0.000134421	0.000268781	0.000744406	0.001265136	8.64E-05	k__Bacteria;p__Chlorobi;
Lentisphaerae	0.000647892	0.001033993	0.002172275	0.001503892	0.001520285	4.42E-05	0	0	0	0	0	0	4.30E-05	0	0	4.34E-05	0	0	0	0.000226737	0	0	0	0	0	8.68E-05	0	0	0	0	0	0	0	8.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001096347	0.000940945	0.000403172	0	0	0	k__Bacteria;p__Lentisphaerae;
OP9	8.64E-05	0	8.87E-05	4.42E-05	0	8.85E-05	0.000133738	0	8.74E-05	0	0	0.0002217	0	0.000217212	8.71E-05	4.34E-05	0	0.000129043	0	0	0.000404476	4.42E-05	0.000136843	0	0	4.34E-05	0.000306306	0	4.33E-05	8.91E-05	8.81E-05	0.000134246	8.67E-05	0.000259977	0.000701416	0.000173619	0.000395378	0.000266052	0.000129926	0.000261131	4.34E-05	4.36E-05	0.000265428	0	0.000217212	0.000131205	0.000217278	0	8.69E-05	0.000439889	0.000131909	0.000220391	0.000354484	0.000175293	0.000356633	0.000435332	0	4.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36E-05	0	0	0	0	0.000131915	0	0	0	4.31E-05	0	4.32E-05	0	4.41E-05	0	0	0	0	4.33E-05	0	4.29E-05	4.31E-05	0	0	0	0	0	0	0	0	0	4.27E-05	0	0	0	0	4.27E-05	4.25E-05	0	4.31E-05	8.69E-05	0	0	0	0	0	0	0	0	0	0	0	0.000131654	0	4.28E-05	4.33E-05	0	0	0	0	0	0	0.000645467	4.34E-05	0	8.59E-05	0	0	4.26E-05	0	0	0	4.27E-05	0	0	0	0	0	4.26E-05	0	0	0	0	0	0	0	0	0	8.71E-05	0	4.29E-05	0	0	0	0	4.32E-05	4.44E-05	0	0	0	0	0	0	0	0	0	4.27E-05	0	4.30E-05	4.26E-05	0	4.30E-05	0.000306923	0.000316756	0	8.77E-05	8.96E-05	0.002643014	4.38E-05	9.04E-05	0.000129567	k__Bacteria;p__OP9;
Thermotogae	0	4.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35E-05	0	0	0	0	4.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.60E-05	0	0	0	0	0.000133327	0	0	4.34E-05	0	0	0	0	0	0	0	0	4.30E-05	8.52E-05	0	4.30E-05	0.002981541	0	0	0	0	4.48E-05	0	0	0	k__Bacteria;p__Thermotogae;
AD3	8.64E-05	0	0.000177329	0.000221161	8.69E-05	0.001150137	0.002273538	0.000565488	0.001048264	0.000387463	0.000172065	0.0024387	8.60E-05	0.000868847	0.001479934	0.000173445	0.000215796	0.000215072	0.00290493	0.000408126	0.00049436	0.001104533	0.001778954	0.000609225	0.000517822	4.34E-05	0.000306306	0.000128966	0.000129926	0.000267284	0.000352423	8.95E-05	4.34E-05	0	0.000526062	0.000217023	0.000131793	0.000177368	8.66E-05	0	0	0.000174277	0.001061712	0.000259628	0.000260654	0.000218675	0.000217278	4.31E-05	0	0.000527867	0.000439696	0.000132234	0	4.38E-05	0	8.71E-05	0.000306091	0	0.000214611	0.000213803	0	0.000171277	4.29E-05	4.25E-05	0.000127921	8.52E-05	8.55E-05	0	0.00012859	0.000299927	0.000346605	8.51E-05	4.28E-05	8.73E-05	0	0.000218531	0.000345781	4.36E-05	4.34E-05	4.33E-05	0.00065485	8.61E-05	4.40E-05	8.63E-05	0.000129478	0.000130231	0.000172258	8.61E-05	8.64E-05	0.000129366	0.000396581	8.75E-05	0	8.63E-05	0	0.0004329	8.60E-05	8.59E-05	4.31E-05	0.001493586	4.27E-05	8.56E-05	8.59E-05	8.50E-05	0.000215434	0	0.000388232	0	4.27E-05	0.000600884	0	8.50E-05	8.57E-05	4.27E-05	0	4.29E-05	8.62E-05	0.000434669	4.26E-05	8.54E-05	4.30E-05	0.000171468	0	0.000128145	4.28E-05	0.001905353	4.25E-05	8.56E-05	0	0	0.000470508	0.001071031	0.001168477	0	0	0.000256652	0.000341413	0.000172213	0.000343643	4.30E-05	0	0.000171116	8.59E-05	0	4.28E-05	8.52E-05	0.000129623	0.00025919	8.57E-05	0	0	0	0	0	0	4.26E-05	0.000169671	0	0	0	0.001862941	0	0	8.51E-05	4.27E-05	0.000174163	0	0.00017177	8.60E-05	0.00021588	8.55E-05	0	0.000172891	0.000844407	0.000171233	0.000263031	4.34E-05	8.52E-05	0	4.27E-05	4.29E-05	8.61E-05	4.26E-05	4.27E-05	0	0	0	0.000171519	0.002968891	8.77E-05	0.001086022	0.001130779	0.000350831	0.000448069	8.96E-05	0.001182292	0.000361468	4.32E-05	k__Bacteria;p__AD3;
WS3	4.32E-05	0	4.43E-05	0	0	0.000840485	0.000178317	0.000434991	0.000480454	4.31E-05	0	0.00013302	4.30E-05	0.000564751	0.000217637	0.000433614	4.32E-05	8.60E-05	0.000484155	0.000634863	0.000359534	0.000353451	0.00054737	0	0	0.000303754	0.000306306	8.60E-05	4.33E-05	0.00017819	4.41E-05	0.00071598	0.000130073	0.000259977	4.38E-05	0	4.39E-05	0.000266052	0.000129926	0.000217609	4.34E-05	4.36E-05	0.00022119	0.000129814	0.000130327	8.75E-05	0	0	0.000347448	0.000439889	0.000219848	0.000220391	8.86E-05	0.000175293	0.000267475	4.35E-05	0.000218637	4.29E-05	4.29E-05	4.28E-05	4.26E-05	0	0	0	0	0	0	0	0	0.00012854	0.000129977	0	0	8.73E-05	0	8.74E-05	8.64E-05	0	0.000130191	0	0.00039291	0	4.40E-05	4.32E-05	0	4.34E-05	4.31E-05	0	8.64E-05	0	4.41E-05	0.000262444	0	0	0	0	4.30E-05	0	8.62E-05	0.000395361	0	0	0	0	4.31E-05	0	0.000129411	0.000128364	8.55E-05	0	0	0.000127497	4.29E-05	0	8.49E-05	0	0.000215517	0	4.26E-05	4.27E-05	4.30E-05	4.29E-05	4.25E-05	0	0	0.000310174	0	0.000171116	0.000172421	0.000394962	4.28E-05	0.000171365	0.000129831	0.000552369	0.000807548	0.000641629	0.000597474	0.000602747	0	0.000172124	0.000130141	4.28E-05	4.29E-05	8.59E-05	0	0	0	0	8.57E-05	4.27E-05	0	0	0	0	0	0	0	0.000128469	0	0	0.000354846	0	0	8.51E-05	4.27E-05	8.71E-05	4.27E-05	4.29E-05	8.60E-05	8.64E-05	0.0001282	4.27E-05	0	0.000222212	8.56E-05	0.000263031	4.34E-05	0	8.51E-05	8.54E-05	4.29E-05	0	0	4.27E-05	0	0	0	4.29E-05	8.61E-05	0.001446924	0.000226255	0.000565389	8.77E-05	0.000403262	4.48E-05	0.000350309	0.000271101	0.000215945	k__Bacteria;p__WS3;
Elusimicrobia	0.000345543	0.000129249	0.000930975	0.000265393	0.001085918	4.42E-05	0	0	8.74E-05	8.61E-05	0	0.00013302	4.30E-05	0.000130327	0.000304692	0	0	0	0	0.000226737	0.000584243	0	0.000273685	0.000130548	4.32E-05	0	4.38E-05	0	0	0	0	0	0	0	4.38E-05	4.34E-05	0	0	0	0	0	0	0.00022119	0	0.000130327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28E-05	4.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	8.73E-05	0	0	0	0	8.68E-05	4.31E-05	0	0	0	4.41E-05	0	4.31E-05	4.32E-05	0	0	0	0	0	0	0	0	0	4.25E-05	4.31E-05	0	0	0	8.55E-05	4.29E-05	0	4.25E-05	0	0	0	0	0	8.69E-05	0	0	0	0	0	0	4.28E-05	4.43E-05	0	0	0.000172421	0	0.000256641	0	0.000259662	0	0	0	0.00012803	0	0	0	0	4.28E-05	0	0.000128827	0.000171006	0	0.000129623	0	8.57E-05	4.27E-05	0	0.000127491	0	0	0	8.53E-05	0	0	4.24E-05	0	0.000399202	0	0	0	0	0	0.00012803	4.29E-05	4.30E-05	8.64E-05	4.27E-05	4.27E-05	0.000129668	0.000133327	0	4.38E-05	4.34E-05	0	0.000127719	0	0	4.31E-05	0	4.27E-05	0.000256926	4.30E-05	0	0	0	0.000131539	0	4.35E-05	0.0005701	0.000761717	0.00071675	0	0.00013555	0	k__Bacteria;p__Elusimicrobia;
SAR406	0	0.000129249	4.43E-05	0	8.69E-05	0.000309652	0.001248217	0	8.74E-05	0	0	0.00106416	0	4.34E-05	4.35E-05	4.34E-05	0	4.30E-05	4.40E-05	0	8.99E-05	0.000132544	0	0	8.63E-05	0	4.38E-05	0	0	8.91E-05	4.41E-05	0.000178995	0	0.000129988	0	4.34E-05	8.79E-05	0.000177368	4.33E-05	0.000174087	4.34E-05	0.000130708	0	0.000129814	0	0	4.35E-05	0	8.69E-05	8.80E-05	4.40E-05	0	0.000132932	0	0.000490371	0	0	0	0	0	0	0	4.29E-05	0	0	0	0	0	0.000171453	0	0	0	0	0	8.63E-05	0	0	0	0	8.65E-05	0.00026194	0	8.79E-05	8.63E-05	0	4.34E-05	0	0	8.64E-05	0	0.000132194	0	0	0	0	0	0	0	0.000301542	0.000175716	0	8.56E-05	0	0	0	0	0	0	0	0	8.51E-05	0	0	0.000213684	0	8.58E-05	4.31E-05	8.69E-05	8.52E-05	0	0	0.00055727	0	0	0	0	8.50E-05	8.56E-05	0.001293159	0	4.28E-05	0	0	8.50E-05	4.25E-05	0	0.00025606	0.00025832	0	4.30E-05	8.68E-05	0	0	0	0	0	0	0.000129595	8.57E-05	0.000127959	0	0.000127491	0	0	0	0	0	0	0	4.28E-05	4.44E-05	4.26E-05	4.29E-05	0	0	0.000435407	0	0	0	0	0	0.000128008	4.32E-05	0	0	4.38E-05	0.000782099	0	4.26E-05	8.54E-05	0	4.31E-05	0	0	0	0.000128883	8.52E-05	0	0	0	9.05E-05	0	0	0	0	8.76E-05	0.000271101	0.001079727	k__Bacteria;p__SAR406;
WPS-2	0.000259157	4.31E-05	0.000177329	0	0.00013031	0.000398124	0.000222896	0.000217495	0.000349421	0.000172206	0.000258098	0.00017736	4.30E-05	0.000304097	0.000696439	0.000130084	0.000172637	0.000129043	0.000176056	4.53E-05	0	0	0.00054737	0.000174064	0.000172607	0.00026036	0.000437579	0.000257931	0.000389779	0.000579116	0.00030837	0.000268492	0.000390219	4.33E-05	0.000482223	0.000303833	0.000175724	0.000133026	0	0	0	0.000217846	0.00132714	0.00034617	0.000130327	0.00034988	0.000130367	4.31E-05	4.34E-05	0.0003959	0.000835422	0.000132234	0.000265863	4.38E-05	4.46E-05	0	8.75E-05	0.00012859	0.000171689	0.000171043	4.26E-05	8.56E-05	0	0	0	4.26E-05	4.27E-05	0	4.29E-05	8.57E-05	0	0	8.56E-05	0	4.31E-05	4.37E-05	0.000605118	4.36E-05	8.68E-05	0.000302873	0.00052388	0.00012921	0.000175886	4.32E-05	0.000258956	0.000130231	0.000129193	8.61E-05	0	4.31E-05	8.81E-05	0.000306185	0.000172295	8.63E-05	0	4.33E-05	0	0	0.000129232	0.000834651	0	4.28E-05	0.000902139	4.25E-05	4.31E-05	0	0.000129411	4.28E-05	0	8.58E-05	4.26E-05	0	0	0	0	0	8.62E-05	0.000217335	0	0	4.30E-05	0	8.51E-05	0	0	0.000221553	0	0	0	0	0.000513281	0.000128524	0.001341585	4.25E-05	0	4.28E-05	0	0.00012916	0	0.000215156	4.34E-05	0	0	8.59E-05	0	0	0	0	0.000128612	0	0	0	0	0	0	0	0	0.000128469	0	0.000171086	0.001596806	0	0.000171446	0.00017022	0	4.35E-05	4.27E-05	0.000128827	8.60E-05	0	0	4.27E-05	4.32E-05	0.00071108	4.28E-05	0	8.69E-05	4.26E-05	4.26E-05	0.000128107	0	4.31E-05	0	0	4.28E-05	4.30E-05	0	0.000128639	0.000344219	0	0.000452509	0.000260949	0.000306977	8.96E-05	8.96E-05	0.000350309	0.00013555	0.000259134	k__Bacteria;p__WPS-2;
Chlamydiae	0	0	0	0	0	0	4.46E-05	0	0	0	0	0.00017736	4.30E-05	0	0	4.34E-05	0	0	4.40E-05	0	0.000314593	0	0	0	0	0	8.75E-05	0	0	4.45E-05	0.000176211	0	4.34E-05	8.67E-05	0	4.34E-05	8.79E-05	8.87E-05	0.000216544	0	0.000130056	0	8.85E-05	0	0	8.75E-05	0.000173822	0	0	0	0	0	0.000177242	8.76E-05	0	0.000261199	4.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000262444	0	0	0	0	0	0	8.62E-05	0	0	0	0	0	0	0	4.31E-05	8.56E-05	0	0.000128761	0.00025545	8.50E-05	0	0	4.25E-05	0	0	0.000173868	0.000170336	4.27E-05	8.60E-05	0	0	0	0	8.86E-05	0	4.28E-05	0	0	0	0	0	0	0	4.28E-05	4.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-05	4.48E-05	0	4.38E-05	0	0	k__Bacteria;p__Chlamydiae;
GAL15	8.64E-05	0	8.87E-05	0	0	0.000132708	0.000267475	0.000217495	0.000131033	8.61E-05	0	0.00035472	0	0.000260654	0.000696439	0.000173445	8.63E-05	4.30E-05	0.00022007	4.53E-05	0.000224709	0.000441813	0.000592985	0.000261097	0.000258911	0	0	0	0	4.45E-05	0	0	0	0	0	0	0	0	4.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	0	0	0	0	4.29E-05	0	0	0	0	0	8.57E-05	0	0	0	0	0	0	4.37E-05	8.64E-05	0	0	0	0	0	4.40E-05	0	0	4.34E-05	8.61E-05	8.61E-05	0	0	0	0	0	0	0	0.00030303	0	0	4.31E-05	0	0	0	4.30E-05	0	0	0	0.000129411	0	0	4.29E-05	0	0	0	0	0	0	0	4.35E-05	0	0	0	0	0	8.54E-05	0	0.000265863	8.50E-05	0	0	0	0	0.000128524	0	0	0	0	4.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	0.000688439	0	9.05E-05	0.000434915	4.39E-05	0	0	0.000218943	9.04E-05	0	k__Bacteria;p__GAL15;
SBR1093	0	0	0	0	0	0.000176944	0.000133738	4.35E-05	4.37E-05	0	0	8.87E-05	0	0	0	0	0	8.60E-05	0	0	0	0	4.56E-05	0	0	0	4.38E-05	0	0	0	0	0.000268492	8.67E-05	0	0	0	0	4.43E-05	0	4.35E-05	0	4.36E-05	0	0	4.34E-05	0	0	0	0	0	4.40E-05	0	8.86E-05	0	4.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33E-05	0	0	0	0	0	0	8.73E-05	4.34E-05	0	0	0	0	0	0	0	0	0	0	0	4.41E-05	0	4.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0	4.43E-05	0	4.28E-05	0	0.000175539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	0	0	0	0	0	0	0	0	0	4.53E-05	8.70E-05	0	4.48E-05	0	0.000131366	0	0	k__Bacteria;p__SBR1093;
NC10	4.32E-05	0	0	0	0	0	4.46E-05	0	0	4.31E-05	0	0	0	0	8.71E-05	0	4.32E-05	0	0	0	0	0	0.000364914	4.35E-05	0	0	8.75E-05	0	0	0	0	0	4.34E-05	0	0	0	4.39E-05	0	0	0.000130565	0	4.36E-05	0.00022119	4.33E-05	0.000130327	0.000131205	0	4.31E-05	0	8.80E-05	0	8.82E-05	8.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28E-05	8.67E-05	0	0	0	0	0	0	0	8.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	4.26E-05	0	0	0	0	0	0	4.35E-05	4.26E-05	8.54E-05	0	0	0	0	0	0.000132932	4.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44E-05	0	0	0	4.27E-05	0	0	0	0	4.32E-05	4.27E-05	4.27E-05	8.64E-05	0.000133327	0	4.38E-05	0	4.26E-05	0	0	0	0	0	0	0	4.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__NC10;
Deferribacteres	0	0	0	0	0	4.42E-05	0	0	0	0.000129154	0	0	0	0	0	0	0	0	4.40E-05	0.00068021	0.000134825	4.42E-05	9.12E-05	0.000130548	0.000819884	0	0	0	0	0	0	0	0	0	0	0	0	4.43E-05	0.000129926	0	0	8.71E-05	0	0	0	0	4.35E-05	0	0	0	4.40E-05	0	0.000132932	0.000131469	0	0	0	8.57E-05	0	0	0	0	4.29E-05	0	0.000127921	8.52E-05	0	0	4.29E-05	0	4.33E-05	0	0	0	0	0	0	0	0.000216986	0	4.37E-05	0.00017228	0	0	0	0	0	0	8.64E-05	8.62E-05	4.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30E-05	0	0.00021394	0	0	0	0	0	0	0	8.58E-05	0	4.35E-05	0	0	0	0	0	0.00017086	0	0	0	0	0	0	0	0	0	0	0	0	8.54E-05	0	0	0	4.34E-05	0	8.59E-05	8.59E-05	4.28E-05	0.000127757	0.000129623	0.000475183	0.000342965	0	0	0	0	0	4.25E-05	0	0	8.56E-05	0	0	0.000221779	0	4.29E-05	0	0	0.000130622	4.27E-05	8.59E-05	0	8.64E-05	0	0.000341355	4.32E-05	0.000133327	0.000171233	0.000526062	0	4.26E-05	0	8.54E-05	0	0	4.26E-05	0	4.28E-05	4.30E-05	0.000127774	0	0	0	0	4.35E-05	0	0	0	0	0.00013555	0	k__Bacteria;p__Deferribacteres;
TM6	0	0	0	0	0	0	0.000133738	4.35E-05	0	4.31E-05	0	0	0	0	4.35E-05	4.34E-05	4.32E-05	0	8.80E-05	0	0	0	9.12E-05	0.000130548	4.32E-05	0	4.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42E-05	0	0	0	4.35E-05	0	0	4.40E-05	4.40E-05	0	0	4.38E-05	0	0	0	0	0.000128766	4.28E-05	0	0	0.000171725	0	0	0	0	0	8.57E-05	0	0.000129977	0	0	4.36E-05	0	0	0	0	0	8.65E-05	0	0	0.000527658	0	4.32E-05	4.34E-05	0	0	0	0	0	0	8.61E-05	0	0	0	0	0	0	4.39E-05	0	0	0	0	0	0	4.31E-05	0	0	0	0	0	0.000128551	0	0	0	0	4.35E-05	0	0	0.00021498	0	0	8.54E-05	0	4.43E-05	0	4.28E-05	0	0	0	0	8.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28E-05	0	0	0	0	0	0	4.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31E-05	0	0	0	0	0	0	0	0	0	0.000130474	0	0	0.000582359	0	9.04E-05	0	k__Bacteria;p__TM6;
AC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42E-05	0.000182457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85E-05	0	4.34E-05	0	0	0	0	0	0	0	0	4.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	0	0	0	0	0	0	0	4.35E-05	0	0	0	0	0	0	0	8.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.56E-05	0	0	0	0	0	0	0.000170816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171284	0	0	0	0	0	9.05E-05	0	0	0	0	0.000131366	0	0	k__Bacteria;p__AC1;
SR1	0	0	0	0.000353857	0.000304057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-05	0.000224034	0.000134391	0	0	0	k__Bacteria;p__SR1;
FBP	0	0	0.000531986	0	0	0	0	0	0	8.61E-05	0	0	4.30E-05	0	0	0	0	0	0	0	4.49E-05	0	0.000182457	0	0	0	0	0	0	0	4.41E-05	0	0	0	0	0	8.79E-05	0	0	0	0	0	0	0	0	0	4.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33E-05	0	0	4.40E-05	0	0.000215796	4.34E-05	0	0	0	0	0	0	0	0	0	4.33E-05	0	0	0	0	0	0	4.30E-05	0	0	4.30E-05	0	0	0	8.58E-05	0	0	0.000342803	0	0	0	0	0	0	0	0	0	0	4.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128827	0	0	0	4.32E-05	0	0	0	0.000169989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-05	0	0	0	0	8.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61E-05	0	0	4.35E-05	0	4.48E-05	4.48E-05	0	9.04E-05	0	k__Bacteria;p__FBP;
